"D_X","E850","SH2","SI","SIC","SIN","SIP","SLambda_0","Su","U:0","U:1","U:2","XI","XI_VS","XI_alpha","XPB","XPB_alpha","XS","XS_VS","XS_alpha","alpha.water","alphas","p_rgh","sourceXI_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.5e-16,0.048362,0.00061397,0.205,0.0012368,0.048623,0.014461,1.2539e-08,1.2821e-26,1.4129e-13,-5.0426e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001626,0.0015,0.001626,5e-06
2.5e-16,0.048264,0.00061268,0.20499,0.0012342,0.048626,0.014462,1.2539e-08,1.7013e-26,1.3566e-13,-4.996e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001629,0.0015,0.001629,5e-06
2.5e-16,0.048169,0.00061138,0.20498,0.0012315,0.048629,0.014463,1.2539e-08,2.3106e-26,1.3058e-13,-4.9429e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001632,0.0015,0.001632,5e-06
2.5e-16,0.048073,0.00061008,0.20497,0.0012288,0.048632,0.014464,1.2539e-08,2.92e-26,1.255e-13,-4.8899e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001635,0.0015,0.001635,5e-06
2.5e-16,0.047986,0.00060879,0.20496,0.0012262,0.048635,0.014466,1.2539e-08,2.9522e-26,1.2257e-13,-4.8216e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001638,0.0015,0.001638,5e-06
2.5e-16,0.047899,0.00060749,0.20495,0.0012235,0.048638,0.014467,1.2539e-08,2.9843e-26,1.1963e-13,-4.7532e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001641,0.0015,0.001641,5e-06
2.5e-16,0.047818,0.00060619,0.20494,0.0012209,0.048641,0.014468,1.2539e-08,2.7581e-26,1.1885e-13,-4.7107e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001644,0.0015,0.001644,5e-06
2.5e-16,0.047743,0.00060489,0.20493,0.0012182,0.048644,0.014469,1.2539e-08,2.2736e-26,1.2021e-13,-4.694e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001647,0.0015,0.001647,5e-06
2.5e-16,0.047669,0.0006036,0.20492,0.0012155,0.048647,0.01447,1.2539e-08,1.7891e-26,1.2158e-13,-4.6773e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.00165,0.0015,0.00165,5e-06
2.5e-16,0.047608,0.0006023,0.2049,0.0012129,0.04865,0.014472,1.2539e-08,2.0432e-26,1.2032e-13,-4.6266e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001653,0.0015,0.001653,5e-06
2.5e-16,0.047548,0.000601,0.20489,0.0012102,0.048653,0.014473,1.2539e-08,2.2973e-26,1.1906e-13,-4.5758e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001656,0.0015,0.001656,5e-06
2.5e-16,0.047495,0.0005997,0.20488,0.0012076,0.048656,0.014474,1.2539e-08,2.5851e-26,1.1771e-13,-4.5203e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001659,0.0015,0.001659,5e-06
2.5e-16,0.047451,0.00059841,0.20487,0.0012049,0.048659,0.014475,1.2539e-08,2.9066e-26,1.1625e-13,-4.46e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001662,0.0015,0.001662,5e-06
2.5e-16,0.047406,0.00059711,0.20486,0.0012022,0.048662,0.014476,1.2539e-08,3.2282e-26,1.148e-13,-4.3997e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001665,0.0015,0.001665,5e-06
2.5e-16,0.047376,0.00059581,0.20485,0.0011996,0.048665,0.014477,1.2539e-08,3.0668e-26,1.1281e-13,-4.3586e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001668,0.0015,0.001668,5e-06
2.5e-16,0.047346,0.00059452,0.20484,0.0011969,0.048668,0.014479,1.2539e-08,2.9054e-26,1.1081e-13,-4.3176e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001671,0.0015,0.001671,5e-06
2.5e-16,0.047324,0.00059322,0.20483,0.0011943,0.048671,0.01448,1.2539e-08,2.7541e-26,1.0893e-13,-4.2658e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001674,0.0015,0.001674,5e-06
2.5e-16,0.047308,0.00059192,0.20482,0.0011916,0.048674,0.014481,1.2539e-08,2.613e-26,1.0715e-13,-4.2034e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001677,0.0015,0.001677,5e-06
2.5e-16,0.047292,0.00059062,0.20481,0.001189,0.048677,0.014482,1.2539e-08,2.4719e-26,1.0537e-13,-4.1409e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2493e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.00168,0.0015,0.00168,5e-06
2.5e-16,0.047287,0.00058933,0.2048,0.0011863,0.04868,0.014483,1.2539e-08,2.4096e-26,1.0829e-13,-4.1328e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001683,0.0015,0.001683,5e-06
2.5e-16,0.047283,0.00058803,0.20478,0.0011836,0.048683,0.014485,1.2539e-08,2.3473e-26,1.1121e-13,-4.1247e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001686,0.0015,0.001686,5e-06
2.5e-16,0.047282,0.00058673,0.20477,0.001181,0.048687,0.014486,1.2539e-08,2.5424e-26,1.163e-13,-4.1267e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001689,0.0015,0.001689,5e-06
2.5e-16,0.047286,0.00058544,0.20476,0.0011783,0.04869,0.014487,1.2539e-08,2.9946e-26,1.2358e-13,-4.1389e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001692,0.0015,0.001692,5e-06
2.5e-16,0.04729,0.00058414,0.20475,0.0011757,0.048693,0.014488,1.2539e-08,3.447e-26,1.3086e-13,-4.151e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001695,0.0015,0.001695,5e-06
2.5e-16,0.047299,0.00058284,0.20474,0.001173,0.048696,0.014489,1.2539e-08,3.7451e-26,1.4148e-13,-4.1451e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001698,0.0015,0.001698,5e-06
2.5e-16,0.047309,0.00058154,0.20473,0.0011703,0.048699,0.01449,1.2539e-08,4.0433e-26,1.521e-13,-4.1392e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001701,0.0015,0.001701,5e-06
2.5e-16,0.047319,0.00058025,0.20472,0.0011677,0.048702,0.014492,1.2539e-08,3.9452e-26,1.5963e-13,-4.0943e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001704,0.0015,0.001704,5e-06
2.5e-16,0.047331,0.00057895,0.20471,0.001165,0.048705,0.014493,1.2539e-08,3.4509e-26,1.6408e-13,-4.0104e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001707,0.0015,0.001707,5e-06
2.5e-16,0.047343,0.00057765,0.2047,0.0011624,0.048708,0.014494,1.2539e-08,2.9565e-26,1.6852e-13,-3.9264e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.00171,0.0015,0.00171,5e-06
2.5e-16,0.047355,0.00057636,0.20469,0.0011597,0.048711,0.014495,1.2539e-08,2.6025e-26,1.6243e-13,-3.7964e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001713,0.0015,0.001713,5e-06
2.5e-16,0.047368,0.00057506,0.20467,0.001157,0.048714,0.014496,1.2539e-08,2.2486e-26,1.5633e-13,-3.6663e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001716,0.0015,0.001716,5e-06
2.5e-16,0.047379,0.00057376,0.20466,0.0011544,0.048717,0.014497,1.2539e-08,2.2322e-26,1.491e-13,-3.5744e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001719,0.0015,0.001719,5e-06
2.5e-16,0.047391,0.00057246,0.20465,0.0011517,0.04872,0.014499,1.2539e-08,2.5535e-26,1.4073e-13,-3.5205e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001722,0.0015,0.001722,5e-06
2.5e-16,0.047402,0.00057117,0.20464,0.0011491,0.048723,0.0145,1.2539e-08,2.8747e-26,1.3235e-13,-3.4667e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001725,0.0015,0.001725,5e-06
2.5e-16,0.047411,0.00056987,0.20463,0.0011464,0.048726,0.014501,1.2539e-08,3.3974e-26,1.2513e-13,-3.4418e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001728,0.0015,0.001728,5e-06
2.5e-16,0.04742,0.00056857,0.20462,0.0011438,0.048729,0.014502,1.2539e-08,3.92e-26,1.179e-13,-3.4168e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001731,0.0015,0.001731,5e-06
2.5e-16,0.047429,0.00056727,0.20461,0.0011411,0.048732,0.014503,1.2539e-08,4.2346e-26,1.1363e-13,-3.4102e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001734,0.0015,0.001734,5e-06
2.5e-16,0.047436,0.00056598,0.2046,0.0011384,0.048735,0.014505,1.2539e-08,4.3412e-26,1.1233e-13,-3.4218e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001737,0.0015,0.001737,5e-06
2.5e-16,0.047444,0.00056468,0.20459,0.0011358,0.048738,0.014506,1.2539e-08,4.4478e-26,1.1102e-13,-3.4335e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.00174,0.0015,0.00174,5e-06
2.5e-16,0.04745,0.00056338,0.20458,0.0011331,0.048741,0.014507,1.2539e-08,4.7999e-26,1.189e-13,-3.4958e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001743,0.0015,0.001743,5e-06
2.5e-16,0.047456,0.00056209,0.20457,0.0011305,0.048744,0.014508,1.2539e-08,5.152e-26,1.2679e-13,-3.5581e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001746,0.0015,0.001746,5e-06
2.5e-16,0.047462,0.00056079,0.20455,0.0011278,0.048747,0.014509,1.2539e-08,5.7466e-26,1.3495e-13,-3.5892e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001749,0.0015,0.001749,5e-06
2.5e-16,0.047468,0.00055949,0.20454,0.0011251,0.04875,0.01451,1.2539e-08,6.5835e-26,1.4341e-13,-3.589e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001752,0.0015,0.001752,5e-06
2.5e-16,0.047474,0.00055819,0.20453,0.0011225,0.048753,0.014512,1.2539e-08,7.4204e-26,1.5186e-13,-3.5887e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001755,0.0015,0.001755,5e-06
2.5e-16,0.047481,0.0005569,0.20452,0.0011198,0.048756,0.014513,1.2539e-08,7.6896e-26,1.5901e-13,-3.5089e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001758,0.0015,0.001758,5e-06
2.5e-16,0.047488,0.0005556,0.20451,0.0011172,0.048759,0.014514,1.2539e-08,7.9589e-26,1.6617e-13,-3.4291e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001761,0.0015,0.001761,5e-06
2.5e-16,0.047496,0.0005543,0.2045,0.0011145,0.048762,0.014515,1.2539e-08,7.6153e-26,1.6785e-13,-3.3169e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001764,0.0015,0.001764,5e-06
2.5e-16,0.047506,0.00055301,0.20449,0.0011119,0.048765,0.014516,1.2539e-08,6.659e-26,1.6404e-13,-3.1721e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001767,0.0015,0.001767,5e-06
2.5e-16,0.047515,0.00055171,0.20448,0.0011092,0.048768,0.014518,1.2539e-08,5.7028e-26,1.6023e-13,-3.0273e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.00177,0.0015,0.00177,5e-06
2.5e-16,0.047527,0.00055041,0.20447,0.0011065,0.048771,0.014519,1.2539e-08,5.8437e-26,1.4667e-13,-2.9096e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001773,0.0015,0.001773,5e-06
2.5e-16,0.047539,0.00054912,0.20446,0.0011039,0.048774,0.01452,1.2539e-08,5.9846e-26,1.3312e-13,-2.7919e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001776,0.0015,0.001776,5e-06
2.5e-16,0.047552,0.00054782,0.20445,0.0011012,0.048777,0.014521,1.2539e-08,6.3504e-26,1.1816e-13,-2.7222e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001779,0.0015,0.001779,5e-06
2.5e-16,0.047567,0.00054652,0.20443,0.0010986,0.04878,0.014522,1.2539e-08,6.9411e-26,1.0178e-13,-2.7005e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001782,0.0015,0.001782,5e-06
2.5e-16,0.047582,0.00054522,0.20442,0.0010959,0.048783,0.014523,1.2539e-08,7.5318e-26,8.5394e-14,-2.6789e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001785,0.0015,0.001785,5e-06
2.5e-16,0.047599,0.00054393,0.20441,0.0010933,0.048786,0.014525,1.2539e-08,6.7053e-26,7.6385e-14,-2.7227e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001788,0.0015,0.001788,5e-06
2.5e-16,0.047617,0.00054263,0.2044,0.0010906,0.048789,0.014526,1.2539e-08,5.8788e-26,6.7376e-14,-2.7665e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001791,0.0015,0.001791,5e-06
2.5e-16,0.047635,0.00054133,0.20439,0.0010879,0.048792,0.014527,1.2539e-08,5.1698e-26,6.4384e-14,-2.801e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001794,0.0015,0.001794,5e-06
2.5e-16,0.047653,0.00054004,0.20438,0.0010853,0.048795,0.014528,1.2539e-08,4.5785e-26,6.7408e-14,-2.8264e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001797,0.0015,0.001797,5e-06
2.5e-16,0.047672,0.00053874,0.20437,0.0010826,0.048798,0.014529,1.2539e-08,3.9872e-26,7.0431e-14,-2.8517e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.0018,0.0015,0.0018,5e-06
2.5e-16,0.047689,0.00053744,0.20436,0.00108,0.048801,0.01453,1.2539e-08,3.7609e-26,8.2165e-14,-2.8308e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001803,0.0015,0.001803,5e-06
2.5e-16,0.047707,0.00053614,0.20435,0.0010773,0.048804,0.014532,1.2539e-08,3.5346e-26,9.3898e-14,-2.81e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001806,0.0015,0.001806,5e-06
2.5e-16,0.047723,0.00053485,0.20434,0.0010746,0.048807,0.014533,1.2539e-08,3.3615e-26,1.0665e-13,-2.795e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001809,0.0015,0.001809,5e-06
2.5e-16,0.047737,0.00053355,0.20432,0.001072,0.04881,0.014534,1.2539e-08,3.2416e-26,1.2041e-13,-2.786e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001812,0.0015,0.001812,5e-06
2.5e-16,0.047752,0.00053225,0.20431,0.0010693,0.048813,0.014535,1.2539e-08,3.1217e-26,1.3417e-13,-2.777e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001815,0.0015,0.001815,5e-06
2.5e-16,0.04776,0.00053096,0.2043,0.0010667,0.048816,0.014536,1.2539e-08,2.931e-26,1.3919e-13,-2.7027e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001818,0.0015,0.001818,5e-06
2.5e-16,0.047767,0.00052966,0.20429,0.001064,0.048819,0.014538,1.2539e-08,2.7403e-26,1.4421e-13,-2.6285e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001821,0.0015,0.001821,5e-06
2.5e-16,0.047771,0.00052836,0.20428,0.0010614,0.048822,0.014539,1.2539e-08,2.7636e-26,1.4813e-13,-2.5692e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001824,0.0015,0.001824,5e-06
2.5e-16,0.047769,0.00052706,0.20427,0.0010587,0.048825,0.01454,1.2539e-08,3.0008e-26,1.5093e-13,-2.5247e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001827,0.0015,0.001827,5e-06
2.5e-16,0.047767,0.00052577,0.20426,0.001056,0.048828,0.014541,1.2539e-08,3.2381e-26,1.5373e-13,-2.4802e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.00183,0.0015,0.00183,5e-06
2.5e-16,0.047753,0.00052447,0.20425,0.0010534,0.048831,0.014542,1.2539e-08,3.2113e-26,1.5006e-13,-2.4609e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001833,0.0015,0.001833,5e-06
2.5e-16,0.04774,0.00052317,0.20424,0.0010507,0.048834,0.014543,1.2539e-08,3.1844e-26,1.4638e-13,-2.4415e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001836,0.0015,0.001836,5e-06
2.5e-16,0.047718,0.00052188,0.20423,0.0010481,0.048837,0.014545,1.2539e-08,2.9275e-26,1.4032e-13,-2.3818e-13,0,5.0528e-11,4.7223e-11,6.4465e-13,5.2494e-10,6.6972e-12,4.4609e-11,4.1691e-11,5.6913e-13,1,3,20.049,2.0205e-18,2.3079e-18,7.911e-12,1,0.001839,0.0015,0.001839,5e-06
