"ALambda_0","D_X","E850","SAC","SI","SIC","SIP","SLambda_0","SS","U:0","U:1","U:2","XI_VS","XI_alpha","XPB","XPB_VS","XS","XS_VS","alpha.water","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2652e-08,2.5e-16,0.16725,0.79113,0.20074,0.00046296,0.014765,2.5354e-09,0.19543,5.9413e-14,3.781e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.5537,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002406,0.0015,0.002406,5e-06
1.2652e-08,2.5e-16,0.16725,0.79118,0.20073,0.00046073,0.014766,2.5354e-09,0.19546,5.9954e-14,3.711e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.5831,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002409,0.0015,0.002409,5e-06
1.2652e-08,2.5e-16,0.16724,0.79122,0.20073,0.00045849,0.014768,2.5354e-09,0.19548,6.0309e-14,3.6093e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.6125,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002412,0.0015,0.002412,5e-06
1.2652e-08,2.5e-16,0.16724,0.79127,0.20073,0.00045625,0.014769,2.5354e-09,0.1955,6.0663e-14,3.5075e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.642,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002415,0.0015,0.002415,5e-06
1.2652e-08,2.5e-16,0.16723,0.79131,0.20072,0.00045402,0.01477,2.5354e-09,0.19553,6.2334e-14,3.5156e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.6714,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002418,0.0015,0.002418,5e-06
1.2652e-08,2.5e-16,0.16722,0.79136,0.20072,0.00045178,0.014771,2.5354e-09,0.19555,6.4005e-14,3.5236e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.7008,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002421,0.0015,0.002421,5e-06
1.2652e-08,2.5e-16,0.1672,0.7914,0.20072,0.00044954,0.014772,2.5354e-09,0.19557,6.5306e-14,3.4954e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.7303,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002424,0.0015,0.002424,5e-06
1.2652e-08,2.5e-16,0.16719,0.79145,0.20071,0.0004473,0.014774,2.5354e-09,0.19559,6.6238e-14,3.4307e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.7597,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002427,0.0015,0.002427,5e-06
1.2652e-08,2.5e-16,0.16717,0.79149,0.20071,0.00044507,0.014775,2.5354e-09,0.19562,6.7169e-14,3.3661e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.7891,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00243,0.0015,0.00243,5e-06
1.2652e-08,2.5e-16,0.16716,0.79154,0.2007,0.00044283,0.014776,2.5354e-09,0.19564,6.7988e-14,3.2804e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.8185,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002433,0.0015,0.002433,5e-06
1.2652e-08,2.5e-16,0.16714,0.79158,0.2007,0.00044059,0.014777,2.5354e-09,0.19566,6.8806e-14,3.1947e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.848,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002436,0.0015,0.002436,5e-06
1.2652e-08,2.5e-16,0.16712,0.79163,0.2007,0.00043835,0.014778,2.5354e-09,0.19569,6.9608e-14,3.1636e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.8774,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002439,0.0015,0.002439,5e-06
1.2652e-08,2.5e-16,0.16711,0.79167,0.20069,0.00043611,0.014779,2.5354e-09,0.19571,7.0393e-14,3.1871e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.9068,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002442,0.0015,0.002442,5e-06
1.2652e-08,2.5e-16,0.16709,0.79172,0.20069,0.00043388,0.014781,2.5354e-09,0.19573,7.1177e-14,3.2106e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.9363,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002445,0.0015,0.002445,5e-06
1.2652e-08,2.5e-16,0.16708,0.79176,0.20069,0.00043164,0.014782,2.5354e-09,0.19576,7.1092e-14,3.1228e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.9657,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002448,0.0015,0.002448,5e-06
1.2652e-08,2.5e-16,0.16707,0.79181,0.20068,0.0004294,0.014783,2.5354e-09,0.19578,7.1006e-14,3.035e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-3.9951,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002451,0.0015,0.002451,5e-06
1.2652e-08,2.5e-16,0.16706,0.79185,0.20068,0.00042717,0.014784,2.5354e-09,0.1958,7.1443e-14,2.9535e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.0246,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002454,0.0015,0.002454,5e-06
1.2652e-08,2.5e-16,0.16706,0.7919,0.20068,0.00042493,0.014785,2.5354e-09,0.19582,7.2403e-14,2.8781e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.054,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002457,0.0015,0.002457,5e-06
1.2652e-08,2.5e-16,0.16705,0.79194,0.20067,0.00042269,0.014787,2.5354e-09,0.19585,7.3363e-14,2.8027e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.0834,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00246,0.0015,0.00246,5e-06
1.2652e-08,2.5e-16,0.16706,0.79198,0.20067,0.00042045,0.014788,2.5354e-09,0.19587,7.337e-14,2.9148e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.1128,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002463,0.0015,0.002463,5e-06
1.2652e-08,2.5e-16,0.16707,0.79203,0.20066,0.00041822,0.014789,2.5354e-09,0.19589,7.3377e-14,3.0269e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.1423,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002466,0.0015,0.002466,5e-06
1.2652e-08,2.5e-16,0.16708,0.79207,0.20066,0.00041598,0.01479,2.5354e-09,0.19592,7.3263e-14,3.0332e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.1717,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002469,0.0015,0.002469,5e-06
1.2652e-08,2.5e-16,0.1671,0.79212,0.20066,0.00041374,0.014791,2.5354e-09,0.19594,7.303e-14,2.9336e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.2011,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002472,0.0015,0.002472,5e-06
1.2652e-08,2.5e-16,0.16712,0.79216,0.20065,0.0004115,0.014793,2.5354e-09,0.19596,7.2796e-14,2.8341e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.2306,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002475,0.0015,0.002475,5e-06
1.2652e-08,2.5e-16,0.16716,0.79221,0.20065,0.00040927,0.014794,2.5354e-09,0.19599,7.2563e-14,2.6845e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.26,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002478,0.0015,0.002478,5e-06
1.2652e-08,2.5e-16,0.16719,0.79225,0.20065,0.00040703,0.014795,2.5354e-09,0.19601,7.233e-14,2.5349e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.2894,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002481,0.0015,0.002481,5e-06
1.2652e-08,2.5e-16,0.16724,0.7923,0.20064,0.00040479,0.014796,2.5354e-09,0.19603,7.2114e-14,2.4609e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.3189,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002484,0.0015,0.002484,5e-06
1.2652e-08,2.5e-16,0.16729,0.79234,0.20064,0.00040255,0.014797,2.5354e-09,0.19606,7.1915e-14,2.4626e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.3483,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002487,0.0015,0.002487,5e-06
1.2652e-08,2.5e-16,0.16735,0.79239,0.20063,0.00040032,0.014798,2.5354e-09,0.19608,7.1716e-14,2.4642e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.3777,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00249,0.0015,0.00249,5e-06
1.2652e-08,2.5e-16,0.16742,0.79243,0.20063,0.00039808,0.0148,2.5354e-09,0.1961,7.0827e-14,2.3805e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.4071,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002493,0.0015,0.002493,5e-06
1.2652e-08,2.5e-16,0.16749,0.79248,0.20063,0.00039584,0.014801,2.5354e-09,0.19612,6.9938e-14,2.2967e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.4366,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002496,0.0015,0.002496,5e-06
1.2652e-08,2.5e-16,0.16757,0.79252,0.20062,0.0003936,0.014802,2.5354e-09,0.19615,6.9178e-14,2.2489e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.466,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002499,0.0015,0.002499,5e-06
1.2652e-08,2.5e-16,0.16766,0.79257,0.20062,0.00039137,0.014803,2.5354e-09,0.19617,6.855e-14,2.237e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.4954,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002502,0.0015,0.002502,5e-06
1.2652e-08,2.5e-16,0.16775,0.79261,0.20062,0.00038913,0.014804,2.5354e-09,0.19619,6.7921e-14,2.2251e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.5249,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002505,0.0015,0.002505,5e-06
1.2652e-08,2.5e-16,0.16786,0.79266,0.20061,0.00038689,0.014806,2.5354e-09,0.19622,6.6927e-14,2.215e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.5543,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002508,0.0015,0.002508,5e-06
1.2652e-08,2.5e-16,0.16797,0.7927,0.20061,0.00038465,0.014807,2.5354e-09,0.19624,6.5933e-14,2.2049e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.5837,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002511,0.0015,0.002511,5e-06
1.2652e-08,2.5e-16,0.16808,0.79275,0.2006,0.00038242,0.014808,2.5354e-09,0.19626,6.46e-14,2.1761e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.6132,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002514,0.0015,0.002514,5e-06
1.2652e-08,2.5e-16,0.1682,0.79279,0.2006,0.00038018,0.014809,2.5354e-09,0.19629,6.2928e-14,2.1286e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.6426,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002517,0.0015,0.002517,5e-06
1.2652e-08,2.5e-16,0.16832,0.79283,0.2006,0.00037794,0.01481,2.5354e-09,0.19631,6.1256e-14,2.081e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.672,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00252,0.0015,0.00252,5e-06
1.2652e-08,2.5e-16,0.16844,0.79288,0.20059,0.00037571,0.014811,2.5354e-09,0.19633,6.1321e-14,2.1185e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.7014,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002523,0.0015,0.002523,5e-06
1.2652e-08,2.5e-16,0.16857,0.79292,0.20059,0.00037347,0.014813,2.5354e-09,0.19636,6.1386e-14,2.156e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.7309,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002526,0.0015,0.002526,5e-06
1.2652e-08,2.5e-16,0.16869,0.79297,0.20059,0.00037123,0.014814,2.5354e-09,0.19638,6.0396e-14,2.0276e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.7603,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002529,0.0015,0.002529,5e-06
1.2652e-08,2.5e-16,0.16882,0.79301,0.20058,0.00036899,0.014815,2.5354e-09,0.1964,5.835e-14,1.7334e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.7897,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002532,0.0015,0.002532,5e-06
1.2652e-08,2.5e-16,0.16894,0.79306,0.20058,0.00036676,0.014816,2.5354e-09,0.19642,5.6305e-14,1.4391e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.8192,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002535,0.0015,0.002535,5e-06
1.2652e-08,2.5e-16,0.16906,0.7931,0.20057,0.00036452,0.014817,2.5354e-09,0.19645,5.6924e-14,1.4854e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.8486,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002538,0.0015,0.002538,5e-06
1.2652e-08,2.5e-16,0.16918,0.79315,0.20057,0.00036228,0.014819,2.5354e-09,0.19647,5.7542e-14,1.5317e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.878,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002541,0.0015,0.002541,5e-06
1.2652e-08,2.5e-16,0.16929,0.79319,0.20057,0.00036004,0.01482,2.5354e-09,0.19649,5.74e-14,1.669e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.9075,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002544,0.0015,0.002544,5e-06
1.2652e-08,2.5e-16,0.16939,0.79324,0.20056,0.00035781,0.014821,2.5354e-09,0.19652,5.6498e-14,1.8971e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.9369,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002547,0.0015,0.002547,5e-06
1.2652e-08,2.5e-16,0.16949,0.79328,0.20056,0.00035557,0.014822,2.5354e-09,0.19654,5.5595e-14,2.1252e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.9663,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00255,0.0015,0.00255,5e-06
1.2652e-08,2.5e-16,0.16957,0.79333,0.20056,0.00035333,0.014823,2.5354e-09,0.19656,5.4512e-14,2.0002e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-4.9957,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002553,0.0015,0.002553,5e-06
1.2652e-08,2.5e-16,0.16964,0.79337,0.20055,0.00035109,0.014825,2.5354e-09,0.19659,5.3428e-14,1.8753e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.0252,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002556,0.0015,0.002556,5e-06
1.2652e-08,2.5e-16,0.1697,0.79342,0.20055,0.00034886,0.014826,2.5354e-09,0.19661,5.2125e-14,1.8118e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.0546,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002559,0.0015,0.002559,5e-06
1.2652e-08,2.5e-16,0.16974,0.79346,0.20054,0.00034662,0.014827,2.5354e-09,0.19663,5.0603e-14,1.8098e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.084,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002562,0.0015,0.002562,5e-06
1.2652e-08,2.5e-16,0.16978,0.79351,0.20054,0.00034438,0.014828,2.5354e-09,0.19666,4.908e-14,1.8077e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.1135,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002565,0.0015,0.002565,5e-06
1.2652e-08,2.5e-16,0.16978,0.79355,0.20054,0.00034215,0.014829,2.5354e-09,0.19668,4.8428e-14,1.6983e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.1429,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002568,0.0015,0.002568,5e-06
1.2652e-08,2.5e-16,0.16978,0.7936,0.20053,0.00033991,0.01483,2.5354e-09,0.1967,4.7776e-14,1.5889e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.1723,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002571,0.0015,0.002571,5e-06
1.2652e-08,2.5e-16,0.16975,0.79364,0.20053,0.00033767,0.014832,2.5354e-09,0.19672,4.7075e-14,1.5515e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.2018,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002574,0.0015,0.002574,5e-06
1.2652e-08,2.5e-16,0.16969,0.79369,0.20053,0.00033543,0.014833,2.5354e-09,0.19675,4.6325e-14,1.5862e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.2312,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002577,0.0015,0.002577,5e-06
1.2652e-08,2.5e-16,0.16963,0.79373,0.20052,0.0003332,0.014834,2.5354e-09,0.19677,4.5576e-14,1.6209e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.2606,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00258,0.0015,0.00258,5e-06
1.2652e-08,2.5e-16,0.16952,0.79378,0.20052,0.00033096,0.014835,2.5354e-09,0.19679,4.3441e-14,1.5703e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.29,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002583,0.0015,0.002583,5e-06
1.2652e-08,2.5e-16,0.16941,0.79382,0.20051,0.00032872,0.014836,2.5354e-09,0.19682,4.1306e-14,1.5198e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.3195,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002586,0.0015,0.002586,5e-06
1.2652e-08,2.5e-16,0.16926,0.79387,0.20051,0.00032648,0.014838,2.5354e-09,0.19684,4.0498e-14,1.415e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.3489,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002589,0.0015,0.002589,5e-06
1.2652e-08,2.5e-16,0.16908,0.79391,0.20051,0.00032425,0.014839,2.5354e-09,0.19686,4.1017e-14,1.256e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.3783,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002592,0.0015,0.002592,5e-06
1.2652e-08,2.5e-16,0.1689,0.79395,0.2005,0.00032201,0.01484,2.5354e-09,0.19689,4.1536e-14,1.0971e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.4078,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002595,0.0015,0.002595,5e-06
1.2652e-08,2.5e-16,0.16866,0.794,0.2005,0.00031977,0.014841,2.5354e-09,0.19691,3.9213e-14,1.1957e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.4372,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002598,0.0015,0.002598,5e-06
1.2652e-08,2.5e-16,0.16842,0.79404,0.2005,0.00031754,0.014842,2.5354e-09,0.19693,3.6889e-14,1.2944e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.4666,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002601,0.0015,0.002601,5e-06
1.2652e-08,2.5e-16,0.16814,0.79409,0.20049,0.0003153,0.014843,2.5354e-09,0.19695,3.5269e-14,1.2849e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.4961,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002604,0.0015,0.002604,5e-06
1.2652e-08,2.5e-16,0.16783,0.79413,0.20049,0.00031306,0.014845,2.5354e-09,0.19698,3.4352e-14,1.1672e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.5255,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002607,0.0015,0.002607,5e-06
1.2652e-08,2.5e-16,0.16753,0.79418,0.20048,0.00031082,0.014846,2.5354e-09,0.197,3.3435e-14,1.0495e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.5549,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00261,0.0015,0.00261,5e-06
1.2652e-08,2.5e-16,0.16715,0.79422,0.20048,0.00030859,0.014847,2.5354e-09,0.19702,3.1621e-14,1.1603e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.5843,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002613,0.0015,0.002613,5e-06
1.2652e-08,2.5e-16,0.16678,0.79427,0.20048,0.00030635,0.014848,2.5354e-09,0.19705,2.9806e-14,1.2712e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.6138,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002616,0.0015,0.002616,5e-06
1.2652e-08,2.5e-16,0.16638,0.79431,0.20047,0.00030411,0.014849,2.5354e-09,0.19707,2.8464e-14,1.2945e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.6432,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002619,0.0015,0.002619,5e-06
1.2652e-08,2.5e-16,0.16595,0.79436,0.20047,0.00030187,0.014851,2.5354e-09,0.19709,2.7595e-14,1.2301e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.6726,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002622,0.0015,0.002622,5e-06
1.2652e-08,2.5e-16,0.16552,0.7944,0.20047,0.00029964,0.014852,2.5354e-09,0.19712,2.6725e-14,1.1658e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.7021,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002625,0.0015,0.002625,5e-06
1.2652e-08,2.5e-16,0.16504,0.79445,0.20046,0.0002974,0.014853,2.5354e-09,0.19714,2.5369e-14,9.6534e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.7315,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002628,0.0015,0.002628,5e-06
1.2652e-08,2.5e-16,0.16456,0.79449,0.20046,0.00029516,0.014854,2.5354e-09,0.19716,2.4014e-14,7.6491e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.7609,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002631,0.0015,0.002631,5e-06
1.2652e-08,2.5e-16,0.16406,0.79454,0.20045,0.00029292,0.014855,2.5354e-09,0.19719,2.3381e-14,7.4686e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.7904,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002634,0.0015,0.002634,5e-06
1.2652e-08,2.5e-16,0.16354,0.79458,0.20045,0.00029069,0.014857,2.5354e-09,0.19721,2.3472e-14,9.1114e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.8198,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002637,0.0015,0.002637,5e-06
1.2652e-08,2.5e-16,0.16301,0.79463,0.20045,0.00028845,0.014858,2.5354e-09,0.19723,2.3562e-14,1.0754e-14,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.8492,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00264,0.0015,0.00264,5e-06
1.2652e-08,2.5e-16,0.16246,0.79467,0.20044,0.00028621,0.014859,2.5354e-09,0.19726,2.2136e-14,9.3426e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.8786,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002643,0.0015,0.002643,5e-06
1.2652e-08,2.5e-16,0.16191,0.79472,0.20044,0.00028398,0.01486,2.5354e-09,0.19728,2.0709e-14,7.9309e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.9081,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002646,0.0015,0.002646,5e-06
1.2652e-08,2.5e-16,0.16134,0.79476,0.20044,0.00028174,0.014861,2.5354e-09,0.1973,1.9752e-14,7.6909e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.9375,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002649,0.0015,0.002649,5e-06
1.2652e-08,2.5e-16,0.16077,0.79481,0.20043,0.0002795,0.014862,2.5354e-09,0.19732,1.9262e-14,8.6225e-15,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,-5.9669,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.002652,0.0015,0.002652,5e-06
